name,zip,title,specialties,price
Shalman Lester,97068.0,"Drug&AlcoholCounselor,CADCII,LPC-Int",  Addiction   BehavioralIssues   Men'sIssues  ,$125-$350
Nicole Villegas,97205.0,"OccupationalTherapist,OTD,OTR/L,QMHP",  LifeCoaching   Anxiety   Stress  ,$125-$190
Karen E Risch,97223.0,"LPCIntern,MA,RN",  RelationshipIssues   TraumaandPTSD   AngerManagement  ,PayBy:
Took Smoot,97212.0,"Marriage&FamilyTherapistIntern,MA,#R6367",  MaritalandPremarital   ChildorAdolescent   FamilyConflict  ,$75-$200
Jordan Hubchik,97223.0,"LicensedProfessionalCounselor,LCAT,ATR-BC,LPC",  EatingDisorders   Anxiety   TraumaandPTSD  ,$160-$220
Jake Kleint,97223.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  ChildorAdolescent   Parenting   RelationshipIssues  ,$120-$200
Steve Harper,97703.0,"LPCIntern,MA,MEd",  Men'sIssues   TraumaandPTSD   Depression  ,$125+
Amalia Labis,97202.0,"Marriage&FamilyTherapistIntern,MA,LMFT,Intern",  ChildorAdolescent   Adoption   Autism  ,$100-$120
Kir Rian,97214.0,"LPCIntern,LMHCA,MA,MFA",  Grief   TraumaandPTSD   ChronicIllness  ,Upto$125
Kelly Lash,97239.0,"LicensedProfessionalCounselor,MS,LPC",  Spirituality   LifeCoaching   Transgender  ,$111-$180
Therapy with George LLC,29455.0,"Marriage&FamilyTherapist,LMFT,(OR),LMFT-A,(SC)",  Men'sIssues   SelfEsteem   LifeTransitions  ,$85-$145
Ben Cobb,97045.0,"LicensedProfessionalCounselor,LPC,MA",  Addiction   Spirituality   TraumaandPTSD  ,$110-$140
Glynis 'glee' Lumb,97223.0,"LicensedProfessionalCounselor,ATR-LAT,LPC",  Anxiety   RelationshipIssues   CopingSkills  ,$30-$80
Hailey Gonnerman,97221.0,"Marriage&FamilyTherapistIntern,LMFT-I",  MaritalandPremarital   Anxiety   RelationshipIssues  ,$85+
Gary D Alexander,98684.0,"Marriage&FamilyTherapist,MS,MFT,CADCIII,NCC",  Anxiety   Depression   RelationshipIssues  ,$100-$160
Kellie Collins,97035.0,"LicensedProfessionalCounselor,MS,LPC,NCC",  Anxiety   LifeTransitions   Grief  ,$160-$200
"Holly Shumway MA, NCC, LPC",97035.0,"LicensedProfessionalCounselor,MA,NCC,LPC",  Anxiety   Depression   Grief  ,$120-$201
Marina Nelson,97035.0,"LicensedProfessionalCounselor,MC,LPC",  Anxiety   ChronicPain   TraumaandPTSD  ,$140-$200
Stephanie Snow,97035.0,"LicensedProfessionalCounselor,MS,LPC",  TraumaandPTSD   PersonalityDisorders   RelationshipIssues  ,$150-$225
Desiree Dunbar,97035.0,"Psychologist,PsyD",  Anxiety   Depression   Women'sIssues  ,PayBy:
Michelle Adkins-Hepler,97035.0,"Psychologist,PsyD",  Anxiety   Obsessive-Compulsive(OCD)   CopingSkills  ,$150-$230
Deborah A Johanson,97035.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  SexTherapy   RelationshipIssues   MaritalandPremarital  ,$190-$285
Benita K Bellrichard Munson,97209.0,"LicensedProfessionalCounselor,MS,LPC,CRC,CADC,I",  RelationshipIssues   Addiction   ChronicIllness  ,$140-$160
Kassie Hughes,97202.0,"LicensedProfessionalCounselor,MA,LPC","  EatingDisorders   Anxiety   Pregnancy,Prenatal,Postpartum  ",PayBy:
Sheryl Dunn Watson,97239.0,"LicensedProfessionalCounselor,MA,LPC,LMHC,CCMHC",  Anxiety   Depression   ChildorAdolescent  ,$135-$175
Robin C Gibler,97219.0,"LicensedProfessionalCounselor,MA,LPC","  Pregnancy,Prenatal,Postpartum   Women'sIssues   Infertility  ",$165-$195
"Linda McCullough, LPC",97239.0,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Depression   Anxiety  ,$145-$180
Jacob Curtis Counseling,97219.0,"LicensedProfessionalCounselor,MA,CADCI,NCC,LPC",  TraumaandPTSD   Anxiety   Depression  ,Upto$145
"Joseph Parrish, LPC",97219.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Gay   TraumaandPTSD  ,$100-$150
Keli Amos,97223.0,"LicensedProfessionalCounselor,LPC",  Women'sIssues   SelfEsteem   Anxiety  ,Upto$200
Fumiyo Nishimoto,97202.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Transgender   MoodDisorders  ,$175-$250
Christy Irvine,97239.0,"Psychologist,PhD","  MaritalandPremarital   Pregnancy,Prenatal,Postpartum   Anxiety  ",$150-$250
Sandra Caroompas Psychotherapist,97080.0,"Marriage&FamilyTherapist,MA,LMFT,LLC",  Obsessive-Compulsive(OCD)   Anxiety   MaritalandPremarital  ,$185
Kelsey Somppi,97080.0,"Marriage&FamilyTherapist,MA,LMFT,RPT,CMHS,MHP",  TraumaandPTSD   ChildorAdolescent   MaritalandPremarital  ,PayBy:
Elizabeth Kirkhart,97080.0,"Psychologist,PhD",  Anxiety   Depression   RelationshipIssues  ,$125-$160
Elizabeth Baxt,97080.0,"Marriage&FamilyTherapist,MS,MFT",  CopingSkills   SelfEsteem   LifeTransitions  ,$60-$90
Beth Monlux,97030.0,"LicensedProfessionalCounselor,MA,MHP,LPC",,SlidingScale:Yes
Anchor Counseling Services,97030.0,"LicensedProfessionalCounselor,LPC",  Depression   Spirituality   AngerManagement  ,$150-$200
Ana Reichelt,97230.0,"LicensedProfessionalCounselor,MA,LPC,CADC,I",  RelationshipIssues   Depression   SubstanceUse  ,$70-$150
Stuart Malkin,97215.0,"LicensedProfessionalCounselor,MS,LPC",  Depression   Codependency   Men'sIssues  ,$120-$130
Full Spectrum Therapy LLC,97202.0,"LicensedProfessionalCounselor,LPC,ATR,LAT",  Transgender   Depression   Adoption  ,$120-$180
Sarah Zollner Case,97303.0,"LicensedProfessionalCounselor,LPC,MAMFT",  RelationshipIssues   FamilyConflict   Parenting  ,$110
Britania Latronica,97222.0,"Psychologist,PhD",  TestingandEvaluation   PersonalityDisorders   Anxiety  ,PayBy:
Tim Ludeman,97086.0,"LicensedProfessionalCounselor,LPC",  RelationshipIssues   Spirituality   Stress  ,$100-$160
Dawn Cottrell,97030.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Transgender   TraumaandPTSD  ,$175
Catherine Jones,97006.0,"LicensedProfessionalCounselor,LPC,ATR","  Pregnancy,Prenatal,Postpartum   Anxiety   Women'sIssues  ",$100-$160
Jamie Young,97215.0,"Psychologist,PsyD",  RelationshipIssues   Women'sIssues   Depression  ,$120-$150
Sarah M Manlupig,97030.0,"LicensedProfessionalCounselor,MA,LPC",  ChildorAdolescent   Parenting   ADHD  ,$180-$200
Kristi McKinney,97080.0,"Drug&AlcoholCounselor,CADCII",  Addiction   DrugAbuse   AlcoholUse  ,
Kristen Byrd Strother,97086.0,"ClinicalSocialWork/Therapist,LCSW,CHC",  Anxiety   Stress   RelationshipIssues  ,$125-$150
Don Becker,97086.0,"LicensedProfessionalCounselor,MA,LPC,CACIII",  RelationshipIssues   Depression   Anxiety  ,$100-$175
Rebecca Ruyle,97086.0,"ClinicalSocialWork/Therapist,LCSW,MSW",  TraumaandPTSD   Spirituality   Depression  ,$100-$140
Kayla Beckman Taylor,97086.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Women'sIssues   ChildorAdolescent  ,$80-$100
Sarah Kushner,97086.0,"LPCIntern,MS,CRC",  TraumaandPTSD  ,OHPsetsthefeeforeachsessionandnoadditionalcopayisrequired.IcanonlyacceptclientswithOHP/CareOregonorOHP/Trillium.
"Mountain Crest Counseling Services, LLC",97086.0,"LicensedProfessionalCounselor,MA,LPC,CAMS",  TraumaandPTSD   Anxiety   LifeCoaching  ,$80-$150
Dr. Kathleen E Rogers,97086.0,DNPFNP,  ChronicPain   ADHD   Anxiety  ,SlidingScale:Yes
Carolyn Hinman,97086.0,"CCHT,JD",  LifeCoaching  ,$100
Loren Eugene Mallory,97045.0,"Psychologist,PhD,ABPP",  TraumaticBrainInjury   Alzheimer's   TestingandEvaluation  ,PayBy:
Heather Taplett,97015.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Parenting   BehavioralIssues  ,$130-$150
Shirley Monroe,97030.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Depression   Grief  ,$90-$140
Suzie Wolfer,97266.0,"ClinicalSocialWork/Therapist,LCSW,SEP",  Anxiety   TraumaandPTSD   Stress  ,Upto$180
Ryan Hosley,97223.0,"Psychologist,PsyD,CSAT,VAR",  SexualAddiction   TraumaandPTSD   FamilyConflict  ,$225
Holly Richmond,90740.0,"Marriage&FamilyTherapist,PhD,LMFT",  SexTherapy   SexualAbuse   RelationshipIssues  ,$195-$305
Suzy M Anderson,97068.0,"LPCIntern,MA,LPCINT,R5306",  TraumaandPTSD   Depression   Anxiety  ,$125-$145
Don Dodson,97015.0,"Psychologist,PhD",  Anxiety   Depression   RelationshipIssues  ,$120-$165
Susan Preston,97045.0,"Psychologist,PhD",  Depression   Anxiety   FamilyConflict  ,$120-$150
Jessica Boldt,98660.0,"ClinicalSocialWork/Therapist,LICSW,MSW",  TraumaandPTSD   DissociativeDisorders   MoodDisorders  ,$60-$130
Pam Standridge,97302.0,"Marriage&FamilyTherapist,MA,LMFT",  Depression   Anxiety   Women'sIssues  ,$165-$195
Min Kuang,94086.0,"Marriage&FamilyTherapist,Couples,Gottman,EFT,LMFT,CA&OR",  MaritalandPremarital   RelationshipIssues   Anxiety  ,$180+
Elise Dunn,97321.0,"LPCIntern,MA,CBIS",  Depression   Anxiety   Women'sIssues  ,$80-$100
Ethan Isaac Bregman,95811.0,"Psychologist,PhD",  SportsPerformance   Anxiety   Depression  ,SlidingScale:Yes
Ryan Price,97702.0,"LicensedProfessionalCounselor,MA,LPC,CADCII",  Addiction   TraumaandPTSD   Depression  ,
Jane Leng,97206.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   MoodDisorders   EmotionalDisturbance  ,$70-$90
Joleena Landstedt,97301.0,"CCTP,CSAT,CLC,MA",  Addiction   Anxiety   Infidelity  ,$125-$150
Monica Dils,97015.0,"LicensedProfessionalCounselor,LPC",  ChildorAdolescent   TraumaandPTSD   Anxiety  ,$125+
Michelle Houf,97222.0,"LicensedProfessionalCounselor,LPC",  Anxiety   ChildorAdolescent   Stress  ,$100-$250
Cary Lazara Coll,97213.0,"ClinicalSocialWork/Therapist,LCSW",  BorderlinePersonality   Anxiety   TraumaandPTSD  ,$60-$150
Vanessa Welch-Pemberton,98662.0,"Psychologist,PsyD",  ChronicIllness   Grief   LifeTransitions  ,AcceptedInsurancePlans
Phil Bergland,98684.0,"LicensedProfessionalCounselor,LPC,LMHC", ,$60-$100
Christina M Chelette,97222.0,"LicensedProfessionalCounselor,MS",  LifeTransitions  ,$80-$100
Amber Caldera,97269.0,"ClinicalSocialWorkAssociate,CSWA,QMHP",  TraumaandPTSD   MoodDisorders   Depression  ,$100-$200
Elizabeth Glover,97124.0,"LPCIntern,MA,NCC,LPCI",  LifeTransitions   Codependency   SelfEsteem  ,$85-$120
Rebecca Mayer,98663.0,"Counselor,MS,LMHC","  TraumaandPTSD   Pregnancy,Prenatal,Postpartum   CareerCounseling  ",Upto$175
Best Life Counseling,97818.0,"ClinicalSocialWork/Therapist,LCSW,CADCII",  TraumaandPTSD   BipolarDisorder   DevelopmentalDisorders  ,$60-$125
Jeffrey A. Kiilsgaard,98444.0,"ClinicalSocialWork/Therapist,CSWA,LSWAIC,QMHP,ACSW",  PersonalityDisorders   MoodDisorders   ThinkingDisorders  ,$80-$175
TMS Services of Vancouver,98683.0,MD,  Spravato(Esketamine)   MedicationManagement   Depression  ,AcceptedInsurancePlans
Theresa Graham,97015.0,"LicensedProfessionalCounselor,MA,LPC,LMHC",  TraumaandPTSD   Anxiety   Stress  ,$160-$240
Michelle Block,97232.0,"Psychologist,PsyD","  Pregnancy,Prenatal,Postpartum   ADHD   Anxiety  ",$135-$195
Jess Schmidt,97381.0,"LPCIntern,MA",  ChildorAdolescent   TraumaandPTSD   Women'sIssues  ,$90-$100
Sandra Murcia,98686.0,"Psychologist,MA,PsyD",  TraumaandPTSD   SexualAbuse   ChronicIllness  ,$120-$175
Alycia Anne O'Connell,97015.0,"ClinicalSocialWork/Therapist,LCSW,MSW,CADCIII",  Anxiety   Depression   ChronicIllness  ,$135-$225
Rosanne Chien,97045.0,"Psychologist,PhD,NCSP",  ChildorAdolescent   Parenting   TraumaandPTSD  ,$120-$150
Amelia Lund,97223.0,"Marriage&FamilyTherapist,LMFT",  RelationshipIssues   Non-Monogamy   TraumaandPTSD  ,$100-$180
Christina Amoroso,97068.0,"Pre-LicensedProfessional,LMSW,CSWA,CADC1",  Anxiety   Depression   SubstanceUse  ,$125-$200
Misha Bogart-Monteith Online Lgbt Therapy,97402.0,"LicensedProfessionalCounselor,MA,LPC,They,Them",  LifeCoaching   Spirituality   Transgender  ,$75-$120
Zainab Lavender Abdullah,97202.0,"LPCIntern,MS,LPCI",  FamilyConflict   RelationshipIssues   RacialIdentity  ,$60-$150
"Brandon Johnson, LMFT Intern",97045.0,"Marriage&FamilyTherapistIntern,MA",  RelationshipIssues   MaritalandPremarital   Anxiety  ,$60-$90
Karen McKenzie-Alexander,98225.0,"Counselor,LMHC,LPC-I,CADCI,NCC,CCMHC",  Stress   LifeTransitions   Women'sIssues  ,$150
Let's Talk!,94609.0,"Marriage&FamilyTherapist,LMFT,MS",  Anxiety   SexualAbuse   TraumaandPTSD  ,$135-$175
Mai Bao Xiong,55116.0,"Marriage&FamilyTherapist,MS,LMFT",  Depression   Anxiety   TraumaandPTSD  ,$150+
Rebecca Flores,78722.0,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   Grief   Women'sIssues  ,$140-$165
Saya Doucet,97086.0,"LPCIntern,MA,LPC-I",  Depression   Anxiety   DomesticViolence  ,AcceptedInsurancePlans
Ashley Green,98661.0,"ClinicalSocialWork/Therapist,LICSW",  SelfEsteem   RelationshipIssues   Spirituality  ,$130+
"Inner Strength Counseling, LLC",97015.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   TraumaandPTSD   Stress  ,$125-$150
Shannon Gander,97045.0,Marriage&FamilyTherapistIntern,  RelationshipIssues   FamilyConflict   SexTherapy  ,$100-$150
Angela Caiazza,97030.0,"Marriage&FamilyTherapist,MS,LMFT",  RelationshipIssues   Anxiety   Stress  ,$90-$200
Christine Mermilliod,97030.0,"Marriage&FamilyTherapist,MS,LPC,LMFT,NCC",  TraumaandPTSD   Transgender   RelationshipIssues  ,$130-$170
Margaret (Meg) Ann Robertson,97524.0,"LicensedProfessionalCounselor,DMin,LPC,LMHC",  Anxiety   Depression   TraumaandPTSD  ,$150-$175
Amy M. Nuttbrock,98660.0,"ClinicalSocialWork/Therapist,MSW,LICSW,LCSW",  TraumaandPTSD   Depression   ChildorAdolescent  ,SlidingScale:Yes
Jeanelle Turner,97223.0,"LPCIntern,MS",  Anxiety   TraumaandPTSD   RelationshipIssues  ,$30-$90
Milena Trifunovich,97201.0,"LPCIntern,MA",  EatingDisorders   Anxiety   TraumaandPTSD  ,$100+
Simon Yugler,97201.0,"LPCIntern,MA",  Men'sIssues   Depression   Anxiety  ,$100
Gillian Sleeman,97201.0,"Marriage&FamilyTherapist,MA,LMFT",  Anxiety   Obsessive-Compulsive(OCD)   Depression  ,$160+
Sarah Long,97201.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   ChildorAdolescent   Anxiety  ,Upto$80
Judy P Chang,97201.0,"Psychologist,PsyD",  Anxiety   TraumaandPTSD   Holisticalternatives  ,$240-$500
Sofia Khan,97201.0,"ClinicalSocialWork/Therapist,LCSW",  RacialIdentity   RelationshipIssues   TraumaandPTSD  ,$150-$190
Dominique duBois,97201.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   TraumaandPTSD   Depression  ,AcceptedInsurancePlans
"Daniel Gilbride, LPC, Private Practice",97201.0,"LicensedProfessionalCounselor,MA,MRC,LPC",  Asperger'sSyndrome   TraumaandPTSD   BehavioralIssues  ,$100-$150
Melissa Marquardt,97201.0,"Psychologist,PhD",  Parenting   Anxiety   ADHD  ,$175-$250
Farrah Sharpe,97201.0,"MS,RYT",  Spirituality   Stress   LifeCoaching  ,$150-$250
Ana Cragnolino,97201.0,"Psychologist,PhD",  TestingandEvaluation   SchoolIssues   ADHD  ,$170-$300
Varsha Ruparel,97204.0,"LPCIntern,MS,NCC,CMHC",  Anxiety   Depression   RelationshipIssues  ,$80-$110
Douglas W Pullin,97239.0,"ClinicalSocialWork/Therapist,LCSW,LPC,LLC",  Anxiety   Stress   Spirituality  ,$90-$130
Aaron Paul Jones,97214.0,"Marriage&FamilyTherapist,LMFT",  Depression   Anxiety   RelationshipIssues  ,$140-$230
Lindsay Howson,97229.0,"LicensedProfessionalCounselor,LPC",  TraumaandPTSD   SexualAbuse   DomesticAbuse  ,$75-$95
Portland Processwork Clinic,97209.0,"PhD,MA,DiplPW",  RelationshipIssues   SelfEsteem   CopingSkills  ,$40-$120
James Soliday,97223.0,"Marriage&FamilyTherapist,Analyst,DMin",  Depression   Anxiety   TraumaandPTSD  ,$150-$160
Jeff Whritenour,97209.0,"Psychologist,PsyD",  Spirituality   LifeTransitions   Men'sIssues  ,$180
Mark Schorr,97239.0,"LicensedProfessionalCounselor,LPC,CADCI,LMHC",  TraumaandPTSD   Addiction   EmotionalDisturbance  ,$160-$300
Spectrum Counseling LLC,97215.0,"LicensedProfessionalCounselor,MEd,LPC",  Transgender   Gay   Bisexual  ,$15-$60
Bridget Fanning-Ono,97205.0,"Psychologist,PsyD",  EatingDisorders   Addiction   Parenting  ,$200-$250
Jodi M Lietz,97205.0,"LPCIntern,MS,CADCII,NCC",  Addiction   RelationshipIssues   Women'sIssues  ,$80-$100
Michael J Vallejo,80918.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  ChildorAdolescent   ADHD   AngerManagement  ,$100-$120
William Walker,97202.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   TraumaandPTSD  ,$175+
Susan Richmond,97205.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   SelfEsteem  ,$95-$150
Kendall Hagensen,98660.0,"Counselor,MA,LMHC,R-DMT",  Anxiety   ChronicIllness   MoodDisorders  ,$150
Linda Romig,98682.0,"Counselor,LMHC",  TraumaandPTSD   DomesticAbuse   Anxiety  ,$140
Carey B. Cogswell,97030.0,"ClinicalSocialWork/Therapist,LCSW,CADC,II",  Addiction   TraumaandPTSD   Anxiety  ,$150-$190
Cassandra Mitchell,97210.0,"Psychologist,PsyD",  RelationshipIssues   Anxiety   Depression  ,$120-$180
Avvy Mar,97239.0,"Psychologist,PhD",  TraumaandPTSD   EatingDisorders   Divorce  ,$200-$220
Elissa Barbee,97205.0,"LicensedProfessionalCounselor,MA,LPC,CADCI",  Addiction   ThinkingDisorders   SelfEsteem  ,$110-$140
Katie Ford,97702.0,"LicensedProfessionalCounselor,MS,MFT,LPC",  Grief   Codependency   Women'sIssues  ,$100-$145
Mark Pechovnik,97213.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   RelationshipIssues   Addiction  ,SlidingScale:Yes
Melissa Tomecek,97214.0,"LicensedProfessionalCounselor,LPC",  EatingDisorders   RelationshipIssues   Depression  ,$110-$150
The Couples Clinic of Portland,97209.0,"LicensedProfessionalCounselor,MS,LPC,MFT",  RelationshipIssues   Anxiety   Codependency  ,$120-$160
Dave Ebaugh at TraumaFocusedTherapy.com,97210.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  TraumaandPTSD   AngerManagement   EmotionalDisturbance  ,$130-$200
Wilson Clinical Services,98402.0,"Psychologist,PhD,ABN,ABPP","  Anxiety   Depression   Hearing,Deaf,HardofHearing,DeafBlind,&Blind  ",$100-$350
Teri F Sprouse,97239.0,"ClinicalSocialWork/Therapist,LCSW,Certifi,Holisti,Nutriti","  Anxiety   Pregnancy,Prenatal,Postpartum   Women'sIssues  ",$135-$175
Trellis Counseling,97222.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  TraumaandPTSD   DissociativeDisorders  ,$120-$180
Donna Prinzmetal,97239.0,"Marriage&FamilyTherapist,MA,LMFT",  CopingSkills   Depression   Anxiety  ,$110-$160
Rebekah Smith,97232.0,"Psychologist,PhD",  Anxiety   Depression   CopingSkills  ,$170-$250
Kathleen M Girod,97239.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   MoodDisorders   RelationshipIssues  ,$130-$160
Jason A Johnson,97205.0,"Psychologist,PsyD",  Gay   Anxiety   Depression  ,Upto$200
Steven P DeLugach,97239.0,"LicensedProfessionalCounselor,MS,LPC,CSAT-S",  SexualAddiction   Infidelity   TraumaandPTSD  ,$120-$150
Dori Lyn Lyon,97215.0,"LicensedProfessionalCounselor,MA,LPC",  Addiction   Anxiety   Depression  ,$50-$100
"Jacqueline R. Cape, Ph.D.",97205.0,"Psychologist,PhD",  Anxiety   Depression   MaritalandPremarital  ,$200-$240
Katje Wagner,97209.0,"LicensedProfessionalCounselor,PhD,LPC,DiplPW",  Women'sIssues   ChronicIllness   RelationshipIssues  ,$175-$250
Timothy Beecher,97222.0,"Psychologist,PhD",  RelationshipIssues   SelfEsteem   Anxiety  ,$200-$275
Heather N Klotz,97232.0,"LicensedProfessionalCounselor,MA",  ChildorAdolescent   TraumaandPTSD   Grief  ,PayBy:
Karen Chenier,97205.0,"LPCIntern,PhD,LPC,R-DMT",  Anxiety   Depression   MaritalandPremarital  ,$80-$100
Joshua Ziegler,97239.0,"Marriage&FamilyTherapist,MA,LMFT",  Parenting   RelationshipIssues   FamilyConflict  ,$150-$180
Annie Dolle @ Arrival Counseling,97210.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Stress   RelationshipIssues  ,$100-$150
Debbie Bensching,97205.0,"ClinicalSocialWork/Therapist,LCSW,ACSW,MSWAC,CCH",  TraumaandPTSD   Addiction   RelationshipIssues  ,$90-$165
Lauren Whitelaw,97205.0,"Psychologist,PsyD",  SexTherapy   MoodDisorders   RelationshipIssues  ,$150-$200
Christine Reeh Vosburg,97209.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  Anxiety   Depression   RelationshipIssues  ,$140-$150
Kathy Reicker,97210.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  SelfEsteem   RelationshipIssues   Anxiety  ,$185-$200
Ashley Huddleston,97214.0,"ClinicalSocialWork/Therapist,LCSW,IF-ECMH",  BehavioralIssues   Parenting   TraumaandPTSD  ,$160
Soonie A Kim,97239.0,"Psychologist,PhD", ,
"Bill Maier, LCSW, LLC",97213.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Depression   OppositionalDefiance  ,$120-$170
Jenny Sites,98661.0,"Counselor,LMHC,NCC",  TraumaandPTSD   ChildorAdolescent   LifeTransitions  ,$125+
Kate A Donchi,97210.0,"Marriage&FamilyTherapist,MS,LMFT",  Anxiety   Depression   RelationshipIssues  ,$140
Amy Barrett Lindholm,97239.0,"LicensedProfessionalCounselor,MS,LPC",  Grief   Depression   Anxiety  ,$90+
Steve Hohenboken,97232.0,"LicensedProfessionalCounselor,LPC,ATR-BC",  Depression   Anxiety   SelfEsteem  ,$120
Kevin Michael Ross,90048.0,"Marriage&FamilyTherapist,MS,LMFT",  SubstanceUse   Depression   Anxiety  ,$150
RPG Therapeutics LLC,99201.0,TRS(R),  BehavioralIssues   Autism   DualDiagnosis  ,$30-$480
Audra T. Lee Integrative Counseling,97202.0,"LicensedProfessionalCounselor,MS,MA,LPC,LMHC",  Stress   TraumaandPTSD   Anxiety  ,Upto$135
Gillian Boudreau,5401.0,"Psychologist,PhD",  Anxiety   ChildorAdolescent   Autism  ,$120-$200
Marjie L. Roddick,97221.0,"Counselor,MA,LMHC,LPC,CTP",  TraumaandPTSD   Depression  ,$125+
Michelle D Roberts,63119.0,"LicensedProfessionalCounselor,PhD,LPC,NCC",  TraumaandPTSD   Women'sIssues   RelationshipIssues  ,$150-$300
Bina Benight,97202.0,"LPCIntern,MS,NCC",  LifeTransitions   Anxiety   Depression  ,$50-$110
Jane Lynn Addis Docken,98512.0,"Counselor,MA,LPC,LMHC",  MaritalandPremarital   Anxiety   RelationshipIssues  ,
Ross Reay,97003.0,"Drug&AlcoholCounselor,MS,CADCII",  Addiction   SubstanceUse   CopingSkills  ,$80-$200
Jennifer Blake,97222.0,"LicensedProfessionalCounselor,LPC,NCC",  RelationshipIssues   EmotionalDisturbance   Stress  ,$145-$250
Adeline Holter,97701.0,"ClinicalSocialWork/Therapist,LCSW,LAC,PMH-C","  Pregnancy,Prenatal,Postpartum   Parenting   Anxiety  ",$120-$160
Ken Steinbacher,97210.0,"LPCIntern,MS,NCC",  Transgender   RacialIdentity   LifeTransitions  ,$90
Lori Looney,97225.0,"ClinicalSocialWork/Therapist,LCSW",  SexualAddiction   Autism   IntellectualDisability  ,$100-$125
Linda Nguyen,97206.0,"ClinicalSocialWorkAssociate,MSW,CSWA",  TraumaandPTSD   DomesticViolence   SexTherapy  ,$130+
ADHD Child & Family Services,97223.0,"LicensedProfessionalCounselor,MA,LPC",  ADHD   Parenting   LearningDisabilities  ,$110-$120
Solutions for Integrated Health,97204.0,"Drug&AlcoholCounselor,MA,MAC,CADCIII,QMHP,abd",  RelationshipIssues   Addiction   Men'sIssues  ,$125-$175
Jaye Bahre,98665.0,"LicensedProfessionalCounselor,MS,LPC",  Depression   LifeTransitions   RelationshipIssues  ,$60+
Sylas L Veit,97214.0,LPCIntern,  Transgender   RelationshipIssues   Anxiety  ,$90-$120
April Dodson,97202.0,"LPCIntern,LPC,NCC",  Anxiety   RelationshipIssues   Women'sIssues  ,AcceptedInsurancePlans
Jake Bassen,97209.0,"Marriage&FamilyTherapistIntern,MA,MFT",  RelationshipIssues   MaritalandPremarital   MoodDisorders  ,$90-$120
Lynne Gallagher Nanson,97062.0,"LPCIntern,MC",  Anxiety   Depression   LifeTransitions  ,$100-$125
Sonja Choi Heifetz,97210.0,"LPCIntern,LPCI,MS",  RelationshipIssues   Women'sIssues   RacialIdentity  ,$125-$150
Tara Palansky,97221.0,"Marriage&FamilyTherapist,MA,LMFT,LPCC",  Grief   FamilyConflict   Infertility  ,SlidingScale:Yes
Jennifer Reed,98077.0,"Marriage&FamilyTherapist,MEd,LMFT","  RelationshipIssues   Pregnancy,Prenatal,Postpartum   Women'sIssues  ",$150+
Hope's Horizon Counseling Services,99362.0,"LicensedProfessionalCounselor,LMHC-S,LPC-S,LCMHC,LPC-MH,LCPC",  TraumaandPTSD   Grief   ChildorAdolescent  ,$175-$200
Tony Grace,97290.0,"LicensedProfessionalCounselor,MA,CT,LPC",  TraumaandPTSD   Anxiety   Depression  ,$100-$180
Curtis A White,97242.0,"LPCIntern,MS,CRC,NCC",  AngerManagement   Depression   Obsessive-Compulsive(OCD)  ,$50-$80
Amy R. Duryea,97701.0,"ClinicalSocialWork/Therapist,QMHP,MSW,LCSW",  TraumaandPTSD   Psychosis   SuicidalIdeation  ,$150-$215
Jenny Park,97116.0,"ClinicalSocialWork/Therapist,MSS,CSWA","  Pregnancy,Prenatal,Postpartum   MaritalandPremarital   RelationshipIssues  ",$100-$150
Shoshanah Thielle,97405.0,"MA,CHT",  Anxiety   WeightLoss   Stress  ,$70-$250
Richard Marshall,97209.0,"Marriage&FamilyTherapist,MA,LMFT",  Anxiety   Depression   RelationshipIssues  ,$125
Janine Kosek,97333.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  Grief   ChronicPain   ChronicIllness  ,$80-$180
Katherine Lacette,80526.0,"LicensedProfessionalCounselor,MA,LPC,LMHC",  Depression   Anxiety   Spirituality  ,$75-$150
