name,zip,title,specialties,price
Johanna Courtleigh,97035,"LicensedProfessionalCounselor,MA,LPC",  SelfEsteem   RelationshipIssues   Spirituality  ,
Dr. Nicole Reynolds LLC,97035,"Psychologist,PsyD",  ChronicIllness   Depression   SleeporInsomnia  ,145.0
Gina L Mcwhorter,97035,"LicensedProfessionalCounselor,LPC",  TraumaandPTSD   EatingDisorders   RelationshipIssues  ,150.0
Alexis S Aiger,97035,"Counselor,LPC",  EatingDisorders   ChildorAdolescent   Anxiety  ,125.0
Allison B Christianson,97035,"ClinicalSocialWork/Therapist,MSW,LCSW",  Depression   Anxiety   BipolarDisorder  ,200.0
Ben Mosebach,97035,"LPCIntern,LPC",  RelationshipIssues   LifeTransitions   Anxiety  ,110.0
Melinda Byrd,97035,"Psychologist,PsyD",  Anxiety   Depression   RelationshipIssues  ,150.0
Goali Saedi Bocci,97035,"Psychologist,PhD",  Anxiety   Depression   SchoolIssues  ,90.0
Psychology & Wellness Group PDX,97035,LicensedProfessionalCounselor,  TraumaandPTSD   Anxiety   RelationshipIssues  ,150.0
Janice Marie Johnson,97035,"LicensedProfessionalCounselor,LPC,MA",  SexualAbuse   Depression   Adoption  ,100.0
John McManus,97035,"Psychologist,PhD",  Anxiety   Depression   ADHD  ,150.0
John L McManus,97035,"Psychologist,PhD",  Anxiety   ADHD   Depression  ,150.0
Lynae Nelson,97035,"LicensedProfessionalCounselor,MEd,LPC",  TraumaandPTSD   MoodDisorders   Stress  ,250.0
Yeong-Keun Jeong,97035,"Pre-LicensedProfessional,MA,LPC-I,CBIS",  TraumaandPTSD   TraumaticBrainInjury   Anxiety  ,100.0
Heather Lokteff,97035,"LicensedProfessionalCounselor,LPC",  LifeTransitions   RelationshipIssues   Anxiety  ,125.0
"Clackamas Counseling Center, LLC",97035,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   Grief  ,165.0
Barry W. McVay,97035,"LicensedProfessionalCounselor,MA,LPC",  SexualAddiction   RelationshipIssues   Men'sIssues  ,130.0
Nicole Phelps,97035,"ClinicalSocialWork/Therapist,LCSW",  LifeTransitions   Parenting   Women'sIssues  ,120.0
"Lisa Gabardi, PhD, LLC",97035,"Psychologist,PhD,LLC",  RelationshipIssues   Divorce   Anxiety  ,190.0
"Portland Psychological Assessments, LLC",97035,"Psychologist,PsyD",  TestingandEvaluation   DevelopmentalDisorders   MoodDisorders  ,
Cynthia Hiles,97035,"ClinicalSocialWork/Therapist,LCSW","  Pregnancy,Prenatal,Postpartum   Infertility   MoodDisorders  ",
Cliff Johannsen,97035,Psychologist,,
Robert Garber,97035,"ClinicalSocialWork/Therapist,MSW,LCSW",  Depression   SelfEsteem   Anxiety  ,120.0
Garry Corgiat,97035,"Marriage&FamilyTherapist,PhD,LMFT",  RelationshipIssues   SelfEsteem   CopingSkills  ,150.0
Sherry R Beckmann,97035,"Psychologist,EdD,MA,LPC,LMHC,NCC",  TraumaandPTSD   Anxiety   DomesticAbuse  ,180.0
Elizabeth Hawkins,97035,"Psychologist,PhD,MPH",  Anxiety   Parenting   ChildorAdolescent  ,200.0
Lexie Ainge Cottle,97035,"LicensedProfessionalCounselor,MA,LPC",  Grief   TraumaandPTSD   ChildorAdolescent  ,90.0
Nicole La Verne,97035,"LicensedProfessionalCounselor,PsyD,LPC,MAC,CADCII,ACS",  Depression   TraumaandPTSD   DualDiagnosis  ,100.0
Ronald L Attrell,97035,"ClinicalSocialWork/Therapist,LCSW,CT,CIRT",  MoodDisorders   RelationshipIssues   SelfEsteem  ,120.0
Nick DeMayo,97232,"Marriage&FamilyTherapist,LMFT",  ChildorAdolescent   Anxiety   Depression  ,125.0
Sonali Patel,97239,"Marriage&FamilyTherapist,MA,LMFT,CADC1", ,
Kathryn F Weymouth,97206,PhD, ,100.0
Greg Bishop,97223,"Psychologist,PhD",  Men'sIssues   ChildorAdolescent   MaritalandPremarital  ,180.0
A Scott Craig,97086,PhD,  LifeCoaching   LifeTransitions   SelfEsteem  ,75.0
"Hope Counseling Services, LLC",97223,"LicensedProfessionalCounselor,LPC",  Anxiety   Depression   Grief  ,130.0
"Allison Higgins, LPC",97219,"LicensedProfessionalCounselor,MA,LPC","  Anxiety   Pregnancy,Prenatal,Postpartum   EatingDisorders  ",160.0
Robert B Anderson,97223,"LicensedProfessionalCounselor,LPC,CADC,III,MA",  FamilyConflict   Adoption   Depression  ,80.0
"Karma Brooks, LCSW",97212,"ClinicalSocialWork/Therapist,LCSW",  Addiction   Anxiety   Depression  ,100.0
Jaimie Doig,97214,"LicensedProfessionalCounselor,LPC",  TraumaandPTSD   Anxiety   Depression  ,160.0
SOMA Trauma Therapy,97205,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   TraumaticBrainInjury   Anxiety  ,100.0
Robin McVay Counseling,97239,"LPCIntern,MA",  Anxiety   Depression   TraumaandPTSD  ,80.0
Compassionate Interventions,97222,"Drug&AlcoholCounselor,MS,CADCIII,CAI,CTP",  DrugAbuse   AlcoholUse   DualDiagnosis  ,100.0
Not Accepting New Clients Shalaine Mistretta,97223,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   SelfEsteem  ,95.0
"Crystina Brazie, LCSW",97225,"ClinicalSocialWork/Therapist,MSW,LCSW",  TraumaandPTSD   Anxiety   RelationshipIssues  ,90.0
Julie Ibrahim,97201,"LicensedProfessionalCounselor,LPC",  LifeCoaching   Divorce   DomesticAbuse  ,50.0
"Kelly Prothero, LCSW",97202,"ClinicalSocialWork/Therapist,LCSW",  RelationshipIssues   TraumaandPTSD   AngerManagement  ,110.0
Christine M Bethel,97205,"Marriage&FamilyTherapist,MS,LMFT",  RelationshipIssues   TraumaandPTSD   MoodDisorders  ,150.0
Rochelle I Mollen,97204,"ClinicalSocialWork/Therapist,MSW,LCSW",  ChildorAdolescent   Divorce   TraumaandPTSD  ,120.0
Lisa M Wurzelbacher,97223,"Psychologist,PhD",  TraumaandPTSD   Depression   Women'sIssues  ,180.0
Libby Schwartz,97239,"LPCIntern,MS",  ElderlyPersonsDisorders   Grief   CopingSkills  ,95.0
Cynthia Aerni Counseling,97219,"LicensedProfessionalCounselor,MS,LPC",  RelationshipIssues   TraumaandPTSD   FamilyConflict  ,175.0
Ann Sola,97205,"Psychologist,MPH,PsyD",  RelationshipIssues   Grief   Anxiety  ,200.0
Alisa Karmel,97219,"LPCIntern,MA,MScN",  WeightLoss   EatingDisorders   Obesity  ,100.0
Nicole Villegas,97205,"OccupationalTherapist,OTD,OTR/L,QMHP",  LifeCoaching   Anxiety   Stress  ,125.0
Karen E Risch,97223,"LPCIntern,MA,RN",  RelationshipIssues   TraumaandPTSD   AngerManagement  ,
Took Smoot,97212,"Marriage&FamilyTherapistIntern,MA,#R6367",  MaritalandPremarital   ChildorAdolescent   FamilyConflict  ,75.0
Jordan Hubchik,97223,"LicensedProfessionalCounselor,LCAT,ATR-BC,LPC",  EatingDisorders   Anxiety   TraumaandPTSD  ,160.0
Jake Kleint,97223,"ClinicalSocialWork/Therapist,MSW,LCSW",  ChildorAdolescent   Parenting   RelationshipIssues  ,120.0
Amalia Labis,97202,"Marriage&FamilyTherapistIntern,MA,LMFT,Intern",  ChildorAdolescent   Adoption   Autism  ,100.0
Kir Rian,97214,"LPCIntern,LMHCA,MA,MFA",  Grief   TraumaandPTSD   ChronicIllness  ,125.0
Kelly Lash,97239,"LicensedProfessionalCounselor,MS,LPC",  Spirituality   LifeCoaching   Transgender  ,111.0
Glynis 'glee' Lumb,97223,"LicensedProfessionalCounselor,ATR-LAT,LPC",  Anxiety   RelationshipIssues   CopingSkills  ,30.0
Hailey Gonnerman,97221,"Marriage&FamilyTherapistIntern,LMFT-I",  MaritalandPremarital   Anxiety   RelationshipIssues  ,85.0
Kellie Collins,97035,"LicensedProfessionalCounselor,MS,LPC,NCC",  Anxiety   LifeTransitions   Grief  ,160.0
"Holly Shumway MA, NCC, LPC",97035,"LicensedProfessionalCounselor,MA,NCC,LPC",  Anxiety   Depression   Grief  ,120.0
Marina Nelson,97035,"LicensedProfessionalCounselor,MC,LPC",  Anxiety   ChronicPain   TraumaandPTSD  ,140.0
Stephanie Snow,97035,"LicensedProfessionalCounselor,MS,LPC",  TraumaandPTSD   PersonalityDisorders   RelationshipIssues  ,150.0
Desiree Dunbar,97035,"Psychologist,PsyD",  Anxiety   Depression   Women'sIssues  ,
Michelle Adkins-Hepler,97035,"Psychologist,PsyD",  Anxiety   Obsessive-Compulsive(OCD)   CopingSkills  ,150.0
Deborah A Johanson,97035,"ClinicalSocialWork/Therapist,MSW,LCSW",  SexTherapy   RelationshipIssues   MaritalandPremarital  ,190.0
Benita K Bellrichard Munson,97209,"LicensedProfessionalCounselor,MS,LPC,CRC,CADC,I",  RelationshipIssues   Addiction   ChronicIllness  ,140.0
Kassie Hughes,97202,"LicensedProfessionalCounselor,MA,LPC","  EatingDisorders   Anxiety   Pregnancy,Prenatal,Postpartum  ",
Sheryl Dunn Watson,97239,"LicensedProfessionalCounselor,MA,LPC,LMHC,CCMHC",  Anxiety   Depression   ChildorAdolescent  ,135.0
Robin C Gibler,97219,"LicensedProfessionalCounselor,MA,LPC","  Pregnancy,Prenatal,Postpartum   Women'sIssues   Infertility  ",165.0
"Linda McCullough, LPC",97239,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Depression   Anxiety  ,145.0
Jacob Curtis Counseling,97219,"LicensedProfessionalCounselor,MA,CADCI,NCC,LPC",  TraumaandPTSD   Anxiety   Depression  ,145.0
"Joseph Parrish, LPC",97219,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Gay   TraumaandPTSD  ,100.0
Keli Amos,97223,"LicensedProfessionalCounselor,LPC",  Women'sIssues   SelfEsteem   Anxiety  ,200.0
Fumiyo Nishimoto,97202,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Transgender   MoodDisorders  ,175.0
Christy Irvine,97239,"Psychologist,PhD","  MaritalandPremarital   Pregnancy,Prenatal,Postpartum   Anxiety  ",150.0
Sandra Caroompas Psychotherapist,97080,"Marriage&FamilyTherapist,MA,LMFT,LLC",  Obsessive-Compulsive(OCD)   Anxiety   MaritalandPremarital  ,185.0
Kelsey Somppi,97080,"Marriage&FamilyTherapist,MA,LMFT,RPT,CMHS,MHP",  TraumaandPTSD   ChildorAdolescent   MaritalandPremarital  ,
Elizabeth Kirkhart,97080,"Psychologist,PhD",  Anxiety   Depression   RelationshipIssues  ,125.0
Elizabeth Baxt,97080,"Marriage&FamilyTherapist,MS,MFT",  CopingSkills   SelfEsteem   LifeTransitions  ,60.0
Ana Reichelt,97230,"LicensedProfessionalCounselor,MA,LPC,CADC,I",  RelationshipIssues   Depression   SubstanceUse  ,70.0
Stuart Malkin,97215,"LicensedProfessionalCounselor,MS,LPC",  Depression   Codependency   Men'sIssues  ,120.0
Full Spectrum Therapy LLC,97202,"LicensedProfessionalCounselor,LPC,ATR,LAT",  Transgender   Depression   Adoption  ,120.0
Britania Latronica,97222,"Psychologist,PhD",  TestingandEvaluation   PersonalityDisorders   Anxiety  ,
Tim Ludeman,97086,"LicensedProfessionalCounselor,LPC",  RelationshipIssues   Spirituality   Stress  ,100.0
Catherine Jones,97006,"LicensedProfessionalCounselor,LPC,ATR","  Pregnancy,Prenatal,Postpartum   Anxiety   Women'sIssues  ",100.0
Jamie Young,97215,"Psychologist,PsyD",  RelationshipIssues   Women'sIssues   Depression  ,120.0
Kristi McKinney,97080,"Drug&AlcoholCounselor,CADCII",  Addiction   DrugAbuse   AlcoholUse  ,
Kristen Byrd Strother,97086,"ClinicalSocialWork/Therapist,LCSW,CHC",  Anxiety   Stress   RelationshipIssues  ,125.0
Don Becker,97086,"LicensedProfessionalCounselor,MA,LPC,CACIII",  RelationshipIssues   Depression   Anxiety  ,100.0
Rebecca Ruyle,97086,"ClinicalSocialWork/Therapist,LCSW,MSW",  TraumaandPTSD   Spirituality   Depression  ,100.0
Kayla Beckman Taylor,97086,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Women'sIssues   ChildorAdolescent  ,80.0
Sarah Kushner,97086,"LPCIntern,MS,CRC",  TraumaandPTSD  ,
"Mountain Crest Counseling Services, LLC",97086,"LicensedProfessionalCounselor,MA,LPC,CAMS",  TraumaandPTSD   Anxiety   LifeCoaching  ,80.0
Dr. Kathleen E Rogers,97086,DNPFNP,  ChronicPain   ADHD   Anxiety  ,
Carolyn Hinman,97086,"CCHT,JD",  LifeCoaching  ,100.0
Ryan Hosley,97223,"Psychologist,PsyD,CSAT,VAR",  SexualAddiction   TraumaandPTSD   FamilyConflict  ,225.0
Jane Leng,97206,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   MoodDisorders   EmotionalDisturbance  ,70.0
Michelle Houf,97222,"LicensedProfessionalCounselor,LPC",  Anxiety   ChildorAdolescent   Stress  ,100.0
Cary Lazara Coll,97213,"ClinicalSocialWork/Therapist,LCSW",  BorderlinePersonality   Anxiety   TraumaandPTSD  ,60.0
Christina M Chelette,97222,"LicensedProfessionalCounselor,MS",  LifeTransitions  ,80.0
Michelle Block,97232,"Psychologist,PsyD","  Pregnancy,Prenatal,Postpartum   ADHD   Anxiety  ",135.0
Amelia Lund,97223,"Marriage&FamilyTherapist,LMFT",  RelationshipIssues   Non-Monogamy   TraumaandPTSD  ,100.0
Zainab Lavender Abdullah,97202,"LPCIntern,MS,LPCI",  FamilyConflict   RelationshipIssues   RacialIdentity  ,60.0
Saya Doucet,97086,"LPCIntern,MA,LPC-I",  Depression   Anxiety   DomesticViolence  ,
Jeanelle Turner,97223,"LPCIntern,MS",  Anxiety   TraumaandPTSD   RelationshipIssues  ,30.0
Milena Trifunovich,97201,"LPCIntern,MA",  EatingDisorders   Anxiety   TraumaandPTSD  ,100.0
Simon Yugler,97201,"LPCIntern,MA",  Men'sIssues   Depression   Anxiety  ,100.0
Gillian Sleeman,97201,"Marriage&FamilyTherapist,MA,LMFT",  Anxiety   Obsessive-Compulsive(OCD)   Depression  ,160.0
Sarah Long,97201,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   ChildorAdolescent   Anxiety  ,80.0
Judy P Chang,97201,"Psychologist,PsyD",  Anxiety   TraumaandPTSD   Holisticalternatives  ,240.0
Sofia Khan,97201,"ClinicalSocialWork/Therapist,LCSW",  RacialIdentity   RelationshipIssues   TraumaandPTSD  ,150.0
Dominique duBois,97201,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   TraumaandPTSD   Depression  ,
"Daniel Gilbride, LPC, Private Practice",97201,"LicensedProfessionalCounselor,MA,MRC,LPC",  Asperger'sSyndrome   TraumaandPTSD   BehavioralIssues  ,100.0
Melissa Marquardt,97201,"Psychologist,PhD",  Parenting   Anxiety   ADHD  ,175.0
Farrah Sharpe,97201,"MS,RYT",  Spirituality   Stress   LifeCoaching  ,150.0
Ana Cragnolino,97201,"Psychologist,PhD",  TestingandEvaluation   SchoolIssues   ADHD  ,170.0
Varsha Ruparel,97204,"LPCIntern,MS,NCC,CMHC",  Anxiety   Depression   RelationshipIssues  ,80.0
Douglas W Pullin,97239,"ClinicalSocialWork/Therapist,LCSW,LPC,LLC",  Anxiety   Stress   Spirituality  ,90.0
Aaron Paul Jones,97214,"Marriage&FamilyTherapist,LMFT",  Depression   Anxiety   RelationshipIssues  ,140.0
Lindsay Howson,97229,"LicensedProfessionalCounselor,LPC",  TraumaandPTSD   SexualAbuse   DomesticAbuse  ,75.0
Portland Processwork Clinic,97209,"PhD,MA,DiplPW",  RelationshipIssues   SelfEsteem   CopingSkills  ,40.0
James Soliday,97223,"Marriage&FamilyTherapist,Analyst,DMin",  Depression   Anxiety   TraumaandPTSD  ,150.0
Jeff Whritenour,97209,"Psychologist,PsyD",  Spirituality   LifeTransitions   Men'sIssues  ,180.0
Mark Schorr,97239,"LicensedProfessionalCounselor,LPC,CADCI,LMHC",  TraumaandPTSD   Addiction   EmotionalDisturbance  ,160.0
Spectrum Counseling LLC,97215,"LicensedProfessionalCounselor,MEd,LPC",  Transgender   Gay   Bisexual  ,15.0
Bridget Fanning-Ono,97205,"Psychologist,PsyD",  EatingDisorders   Addiction   Parenting  ,200.0
Jodi M Lietz,97205,"LPCIntern,MS,CADCII,NCC",  Addiction   RelationshipIssues   Women'sIssues  ,80.0
William Walker,97202,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   TraumaandPTSD  ,175.0
Susan Richmond,97205,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   SelfEsteem  ,95.0
Cassandra Mitchell,97210,"Psychologist,PsyD",  RelationshipIssues   Anxiety   Depression  ,120.0
Avvy Mar,97239,"Psychologist,PhD",  TraumaandPTSD   EatingDisorders   Divorce  ,200.0
Elissa Barbee,97205,"LicensedProfessionalCounselor,MA,LPC,CADCI",  Addiction   ThinkingDisorders   SelfEsteem  ,110.0
Mark Pechovnik,97213,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   RelationshipIssues   Addiction  ,
Melissa Tomecek,97214,"LicensedProfessionalCounselor,LPC",  EatingDisorders   RelationshipIssues   Depression  ,110.0
The Couples Clinic of Portland,97209,"LicensedProfessionalCounselor,MS,LPC,MFT",  RelationshipIssues   Anxiety   Codependency  ,120.0
Dave Ebaugh at TraumaFocusedTherapy.com,97210,"ClinicalSocialWork/Therapist,MSW,LCSW",  TraumaandPTSD   AngerManagement   EmotionalDisturbance  ,130.0
Teri F Sprouse,97239,"ClinicalSocialWork/Therapist,LCSW,Certifi,Holisti,Nutriti","  Anxiety   Pregnancy,Prenatal,Postpartum   Women'sIssues  ",135.0
Trellis Counseling,97222,"ClinicalSocialWork/Therapist,MSW,LCSW",  TraumaandPTSD   DissociativeDisorders  ,120.0
Donna Prinzmetal,97239,"Marriage&FamilyTherapist,MA,LMFT",  CopingSkills   Depression   Anxiety  ,110.0
Rebekah Smith,97232,"Psychologist,PhD",  Anxiety   Depression   CopingSkills  ,170.0
Kathleen M Girod,97239,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   MoodDisorders   RelationshipIssues  ,130.0
Jason A Johnson,97205,"Psychologist,PsyD",  Gay   Anxiety   Depression  ,200.0
Steven P DeLugach,97239,"LicensedProfessionalCounselor,MS,LPC,CSAT-S",  SexualAddiction   Infidelity   TraumaandPTSD  ,120.0
Dori Lyn Lyon,97215,"LicensedProfessionalCounselor,MA,LPC",  Addiction   Anxiety   Depression  ,50.0
"Jacqueline R. Cape, Ph.D.",97205,"Psychologist,PhD",  Anxiety   Depression   MaritalandPremarital  ,200.0
Katje Wagner,97209,"LicensedProfessionalCounselor,PhD,LPC,DiplPW",  Women'sIssues   ChronicIllness   RelationshipIssues  ,175.0
Timothy Beecher,97222,"Psychologist,PhD",  RelationshipIssues   SelfEsteem   Anxiety  ,200.0
Heather N Klotz,97232,"LicensedProfessionalCounselor,MA",  ChildorAdolescent   TraumaandPTSD   Grief  ,
Karen Chenier,97205,"LPCIntern,PhD,LPC,R-DMT",  Anxiety   Depression   MaritalandPremarital  ,80.0
Joshua Ziegler,97239,"Marriage&FamilyTherapist,MA,LMFT",  Parenting   RelationshipIssues   FamilyConflict  ,150.0
Annie Dolle @ Arrival Counseling,97210,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Stress   RelationshipIssues  ,100.0
Debbie Bensching,97205,"ClinicalSocialWork/Therapist,LCSW,ACSW,MSWAC,CCH",  TraumaandPTSD   Addiction   RelationshipIssues  ,90.0
Lauren Whitelaw,97205,"Psychologist,PsyD",  SexTherapy   MoodDisorders   RelationshipIssues  ,150.0
Christine Reeh Vosburg,97209,"ClinicalSocialWork/Therapist,MSW,LCSW",  Anxiety   Depression   RelationshipIssues  ,140.0
Kathy Reicker,97210,"ClinicalSocialWork/Therapist,MSW,LCSW",  SelfEsteem   RelationshipIssues   Anxiety  ,185.0
Ashley Huddleston,97214,"ClinicalSocialWork/Therapist,LCSW,IF-ECMH",  BehavioralIssues   Parenting   TraumaandPTSD  ,160.0
Soonie A Kim,97239,"Psychologist,PhD", ,
"Bill Maier, LCSW, LLC",97213,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Depression   OppositionalDefiance  ,120.0
Kate A Donchi,97210,"Marriage&FamilyTherapist,MS,LMFT",  Anxiety   Depression   RelationshipIssues  ,140.0
Amy Barrett Lindholm,97239,"LicensedProfessionalCounselor,MS,LPC",  Grief   Depression   Anxiety  ,90.0
Steve Hohenboken,97232,"LicensedProfessionalCounselor,LPC,ATR-BC",  Depression   Anxiety   SelfEsteem  ,120.0
Audra T. Lee Integrative Counseling,97202,"LicensedProfessionalCounselor,MS,MA,LPC,LMHC",  Stress   TraumaandPTSD   Anxiety  ,135.0
Marjie L. Roddick,97221,"Counselor,MA,LMHC,LPC,CTP",  TraumaandPTSD   Depression  ,125.0
Bina Benight,97202,"LPCIntern,MS,NCC",  LifeTransitions   Anxiety   Depression  ,50.0
Jennifer Blake,97222,"LicensedProfessionalCounselor,LPC,NCC",  RelationshipIssues   EmotionalDisturbance   Stress  ,145.0
Ken Steinbacher,97210,"LPCIntern,MS,NCC",  Transgender   RacialIdentity   LifeTransitions  ,90.0
Lori Looney,97225,"ClinicalSocialWork/Therapist,LCSW",  SexualAddiction   Autism   IntellectualDisability  ,100.0
Linda Nguyen,97206,"ClinicalSocialWorkAssociate,MSW,CSWA",  TraumaandPTSD   DomesticViolence   SexTherapy  ,130.0
ADHD Child & Family Services,97223,"LicensedProfessionalCounselor,MA,LPC",  ADHD   Parenting   LearningDisabilities  ,110.0
Solutions for Integrated Health,97204,"Drug&AlcoholCounselor,MA,MAC,CADCIII,QMHP,abd",  RelationshipIssues   Addiction   Men'sIssues  ,125.0
Sylas L Veit,97214,LPCIntern,  Transgender   RelationshipIssues   Anxiety  ,90.0
April Dodson,97202,"LPCIntern,LPC,NCC",  Anxiety   RelationshipIssues   Women'sIssues  ,
Jake Bassen,97209,"Marriage&FamilyTherapistIntern,MA,MFT",  RelationshipIssues   MaritalandPremarital   MoodDisorders  ,90.0
Sonja Choi Heifetz,97210,"LPCIntern,LPCI,MS",  RelationshipIssues   Women'sIssues   RacialIdentity  ,125.0
Tara Palansky,97221,"Marriage&FamilyTherapist,MA,LMFT,LPCC",  Grief   FamilyConflict   Infertility  ,
Richard Marshall,97209,"Marriage&FamilyTherapist,MA,LMFT",  Anxiety   Depression   RelationshipIssues  ,125.0
Cameron Kemper,97202,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Depression   RelationshipIssues  ,80.0
David W Schmitt,97214,"ClinicalSocialWork/Therapist,MSW,LCSW,LICSW",  Anxiety   Grief   ChronicIllness  ,75.0
Julie K Williams,97205,"Psychologist,PsyD",  RelationshipIssues   Anxiety   Infertility  ,175.0
Hanna Jordan,97239,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   TraumaandPTSD   LifeTransitions  ,100.0
Carisa Battin,97219,"LPCIntern,MA,LPCI",  TraumaandPTSD   Anxiety   DomesticViolence  ,50.0
Andrea J. Wright Johnston,97213,"Marriage&FamilyTherapist,MA,LMFT",  SexTherapy   MaritalandPremarital   BehavioralIssues  ,150.0
"Thinking About Thoughts Counseling Services, LLC",97201,"LicensedProfessionalCounselor,LPC,CADC-II,BC-TMHP",  ThinkingDisorders   Psychosis   MoodDisorders  ,150.0
Marney Hoffman,97209,"LicensedProfessionalCounselor,PhD,LPC,LMHC",  Anxiety   Depression   ChronicIllness  ,130.0
Sandra L Moreland,97232,"Psychologist,PhD",  ChronicPain   Depression   Anxiety  ,100.0
Shari Levine,97217,"Marriage&FamilyTherapist,MS,LMFT",  RelationshipIssues   Anxiety   NarcissisticAbuse/Pre-MaritalCounseling  ,175.0
Lindy Ariff,97219,"ClinicalSocialWork/Therapist,MSW,LCSW,CHT",  Stress   SelfEsteem   TraumaandPTSD  ,135.0
Susan Yoon,97215,"LicensedProfessionalCounselor,MS,NCC,LPC", ,140.0
Lisa Pace,97215,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   EatingDisorders   Anxiety  ,150.0
John Benassu,97223,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Depression   RelationshipIssues  ,140.0
Becky Nice,97225,"LicensedProfessionalCounselor,MA,LPC,ATR",  TraumaandPTSD   Anxiety   Asperger'sSyndrome  ,90.0
Nick Clark,97236,"Counselor,MA,LPC",  TraumaandPTSD   Anxiety   RelationshipIssues  ,100.0
Jane Meskill,97206,"ClinicalSocialWork/Therapist,LCSW",  SexTherapy   RelationshipIssues   Depression  ,160.0
Melissa Gayle Platt,97214,"Psychologist,PhD",  TraumaandPTSD   Anxiety   RelationshipIssues  ,140.0
Megan Vaughn,97209,"Marriage&FamilyTherapist,MA,LMFT",  Depression   Anxiety   MaritalandPremarital  ,50.0
Shelley Sauer,97209,"LicensedProfessionalCounselor,MS,LPC",  TraumaandPTSD   Anxiety   Depression  ,100.0
Robert Poe,97209,"Psychologist,PsyD",  RelationshipIssues   MaritalandPremarital   Anxiety  ,150.0
Robin Bagai,97209,"Psychologist,PsyD",  EmotionalDisturbance   RelationshipIssues   Spirituality  ,170.0
Crystal Wilkes,97214,"LicensedProfessionalCounselor,MA,LPC",  MoodDisorders   BorderlinePersonality   ChildorAdolescent  ,80.0
Lynn McClenahan,97232,"LicensedProfessionalCounselor,LPC",  Depression   BehavioralIssues   Anxiety  ,100.0
"Kelly Murray MA, LPC",97205,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   EatingDisorders   Anxiety  ,125.0
Patrick Cheatham,97214,"Psychologist,PsyD",  RelationshipIssues   EmotionalDisturbance   LifeTransitions  ,150.0
Aimee Frazier,97223,"LPCIntern,MA",  Anxiety   TraumaandPTSD   Grief  ,75.0
Paula J. Trent,97212,"Marriage&FamilyTherapist,MEd,LMFT","  Pregnancy,Prenatal,Postpartum   MaritalandPremarital   RelationshipIssues  ",160.0
Nathan Bryson,97206,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Stress   Men'sIssues  ,175.0
Anne Walsleben,97223,"LicensedProfessionalCounselor,LPC,NCC",  Depression   Anxiety   RelationshipIssues  ,125.0
Margaret Evans,97225,"LicensedProfessionalCounselor,LPC",  LifeTransitions   Depression   TraumaandPTSD  ,125.0
Kristin Hajny,97219,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   Parenting  ,90.0
Kimberly A Reed,97215,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Women'sIssues   SelfEsteem  ,80.0
Spirit Mind Therapy,97220,"LPCIntern,MA",  Spirituality   SelfEsteem   RelationshipIssues  ,90.0
Valinda Harlan,97216,"Counselor,LPC,LMHC",  Depression   SexTherapy   RelationshipIssues  ,130.0
Stacy Lawhead,97210,"LicensedProfessionalCounselor,LPC,NCC",  RelationshipIssues   TraumaandPTSD   FamilyConflict  ,120.0
Adrian Larsen-Sanchez,97202,"Psychologist,PsyD",  Depression   Anxiety   TestingandEvaluation  ,120.0
Celeste Doneen Counseling & Consultation Service,97202,"ClinicalSocialWork/Therapist,MSW,LCSW,MAC,CADC,III",  RelationshipIssues   Divorce   Addiction  ,100.0
Carewell Portland LLC,97202,"LicensedProfessionalCounselor,MA,MFA,LPC",  RelationshipIssues   NarcissisticPersonality   FamilyConflict  ,150.0
Eric Goodwin,97202,"LPCIntern,MS,NCC,LPCI",  Anxiety   Gay   Depression  ,60.0
Ninfa J Neuser,97202,"Psychologist,PsyD","  Anxiety   RelationshipIssues   Pregnancy,Prenatal,Postpartum  ",
"NW Creative Counseling, LLC",97202,"LicensedProfessionalCounselor,MA,LPC,CADC",  Anxiety   TraumaandPTSD   DualDiagnosis  ,80.0
